year,miles,price,brand,color_exterior,color_interior,accidents,number_of_owners
2017,82088.0,26995.0,Land Rover,Black,Unknown,1.0,2.0
2021,92984.0,29200.0,Toyota,Gray,Black,0.0,1.0
2017,78733.0,13991.0,Toyota,White,Black,1.0,1.0
2021,22450.0,17998.0,Kia,White,Black,2.0,1.0
2022,21000.0,28998.0,Subaru,Red,Black,0.0,2.0
2022,39427.0,23300.0,Subaru,White,Gray,0.0,1.0
2016,43959.0,21998.0,Subaru,Blue,Black,0.0,1.0
2018,71542.0,21998.0,Subaru,Blue,Gray,0.0,3.0
2019,32759.0,16765.0,Volkswagen,Gray,Black,1.0,2.0
2017,79894.0,13990.0,Chevrolet,Gray,Gray,1.0,2.0
2019,40673.0,17991.0,Honda,Gray,Gray,1.0,1.0
2019,19417.0,43998.0,BMW,White,Black,0.0,1.0
2019,22529.0,32000.0,Maserati,Black,Black,2.0,1.0
2022,18377.0,47996.0,Lexus,Blue,Gray,0.0,1.0
2023,1007.0,33498.0,Honda,Unknown,Black,0.0,1.0
2021,40088.0,39486.0,Toyota,Gray,Gray,0.0,1.0
2023,6315.0,44868.0,Mercedes-Benz,White,Black,0.0,1.0
2021,63487.0,25684.0,Nissan,Silver,Black,0.0,1.0
2023,9562.0,25639.0,Honda,Red,Black,0.0,1.0
2022,8097.0,39991.0,Toyota,Silver,Black,0.0,1.0
2021,23023.0,18278.0,Nissan,Red,Beige,0.0,1.0
2018,62354.0,10800.0,Ford,White,Unknown,1.0,2.0
2020,39255.0,30998.0,Lexus,White,Red,0.0,1.0
2016,83009.0,17998.0,Ford,Gray,Black,1.0,2.0
2018,33724.0,31998.0,Jeep,White,Black,0.0,3.0
2016,72635.0,18998.0,Ford,Silver,Beige,0.0,1.0
2021,49171.0,29998.0,Ford,White,Gray,0.0,1.0
2020,35165.0,24998.0,Audi,White,Black,1.0,1.0
2013,91230.0,16998.0,Acura,Blue,Gray,1.0,1.0
2022,18666.0,20943.0,Toyota,Black,Black,0.0,1.0
2021,14683.0,44998.0,Toyota,Black,Brown,0.0,1.0
2017,36663.0,19998.0,Toyota,Silver,Unknown,3.0,1.0
2011,105208.0,15995.0,Chevrolet,Black,Black,4.0,3.0
2021,21406.0,26675.0,Toyota,White,Black,0.0,1.0
2023,21953.0,36998.0,Toyota,Silver,Black,0.0,1.0
2021,59728.0,35995.0,Chevrolet,Gray,Black,0.0,1.0
2021,94094.0,13495.0,Kia,Silver,Black,0.0,1.0
2021,32835.0,26498.0,Toyota,Gray,Black,0.0,1.0
2020,93239.0,18218.0,Toyota,Silver,Black,1.0,1.0
2019,73340.0,36997.0,Ford,White,Black,0.0,2.0
2020,50716.0,35998.0,BMW,White,Black,1.0,1.0
2022,17657.0,25998.0,Chevrolet,White,Black,0.0,1.0
2022,30244.0,24499.0,Toyota,White,Black,0.0,1.0
2019,103363.0,12999.0,Toyota,Red,Black,0.0,1.0
2018,40171.0,17495.0,Honda,Gray,Gray,1.0,1.0
2020,80559.0,31888.0,Mercedes-Benz,Silver,Black,0.0,1.0
2021,24736.0,22679.0,Subaru,Silver,Black,0.0,1.0
2014,94800.0,21995.0,Land Rover,Black,Unknown,2.0,2.0
2018,116630.0,12999.0,Toyota,White,Black,1.0,2.0
2018,78782.0,15898.0,Audi,Gray,Black,1.0,1.0
2021,18696.0,23598.0,Honda,Silver,Gray,0.0,1.0
2021,69530.0,17993.0,Toyota,Silver,Black,0.0,1.0
2020,25038.0,28998.0,Subaru,Gray,Gray,0.0,1.0
2022,47162.0,23998.0,Chevrolet,White,Black,0.0,2.0
2020,45405.0,26995.0,Mercedes-Benz,Blue,Black,1.0,2.0
2021,22220.0,42997.0,BMW,Black,Black,0.0,1.0
2019,45232.0,20094.0,Cadillac,White,Beige,0.0,1.0
2020,23599.0,20555.0,Toyota,Gray,Black,0.0,1.0
2021,33559.0,25988.0,Subaru,Gray,Gray,1.0,1.0
2020,25933.0,29998.0,Audi,Black,Gray,0.0,1.0
2015,96880.0,13998.0,Hyundai,Silver,Gray,1.0,1.0
2021,64534.0,15681.0,Nissan,Silver,Gray,0.0,1.0
2019,88155.0,14450.0,Nissan,White,Black,0.0,3.0
2021,7500.0,21222.0,Toyota,Red,Black,0.0,1.0
2015,124418.0,18998.0,Honda,Gray,Gray,0.0,2.0
2020,43228.0,20483.0,Toyota,Silver,Black,0.0,1.0
2023,5801.0,47998.0,Audi,Gray,Black,0.0,1.0
2016,93925.0,26988.0,Chevrolet,White,Black,0.0,2.0
2017,51201.0,25998.0,Lexus,Gray,Black,0.0,4.0
2021,26725.0,28888.0,BMW,Black,Black,0.0,1.0
2015,81970.0,14495.0,Mercedes-Benz,White,Unknown,2.0,3.0
2019,39515.0,19770.0,Honda,Gray,Gray,1.0,1.0
2019,49419.0,26581.0,Honda,Silver,Brown,0.0,3.0
2022,29649.0,24799.0,Honda,Silver,Black,0.0,1.0
2014,129009.0,8895.0,Nissan,White,Black,1.0,2.0
2021,14417.0,27998.0,Subaru,Red,Gray,0.0,1.0
2014,112998.0,15998.0,Honda,Gray,Gray,1.0,2.0
2022,19964.0,37449.0,Genesis,Silver,Black,0.0,1.0
2014,105879.0,7798.0,Ford,Red,White,1.0,3.0
2011,93687.0,8500.0,Toyota,Black,Gray,1.0,1.0
2019,47154.0,19998.0,Volkswagen,White,Gray,0.0,2.0
2018,59244.0,12900.0,Kia,White,Beige,1.0,2.0
2023,25442.0,47991.0,Lexus,Black,Beige,0.0,1.0
2021,10044.0,26986.0,Subaru,Silver,Black,0.0,1.0
2021,20810.0,27998.0,Honda,Silver,Black,0.0,2.0
2012,109989.0,11998.0,Hyundai,Black,Gray,0.0,3.0
2015,105409.0,18999.0,Jeep,White,Black,0.0,3.0
2013,112562.0,8495.0,Kia,Black,Beige,0.0,3.0
2014,103796.0,9499.0,Chevrolet,Black,Black,0.0,1.0
2023,5761.0,54991.0,Mercedes-Benz,Blue,Black,0.0,1.0
2018,49941.0,13977.0,Ford,Red,Black,0.0,2.0
2020,36197.0,22991.0,Honda,Black,Black,1.0,2.0
2020,42603.0,30998.0,Ram,Gray,Black,0.0,1.0
2021,12301.0,18200.0,Chevrolet,White,Black,0.0,1.0
2020,39395.0,18500.0,Volkswagen,White,Black,0.0,1.0
2018,79753.0,16500.0,Mercedes-Benz,Black,Black,0.0,4.0
2021,19989.0,25800.0,Subaru,Green,Gray,0.0,2.0
2021,26840.0,17449.0,Kia,Gray,Black,0.0,1.0
2022,4514.0,20683.0,Toyota,Gray,Gray,0.0,1.0
2014,82005.0,6995.0,FIAT,Silver,Black,1.0,4.0
2019,59252.0,29995.0,Toyota,Gray,Unknown,0.0,1.0
2023,4980.0,35900.0,Subaru,White,Beige,0.0,1.0
2018,33292.0,18450.0,Nissan,Gray,Black,1.0,3.0
2022,36648.0,38900.0,Toyota,Black,Black,0.0,2.0
2018,44001.0,20999.0,BMW,Black,Black,0.0,3.0
2018,75393.0,33800.0,Ford,Silver,Gray,0.0,1.0
2021,19333.0,32094.0,Mercedes-Benz,Black,Black,1.0,1.0
2021,12663.0,20777.0,Chevrolet,White,Gray,0.0,1.0
2019,28010.0,25440.0,Mercedes-Benz,Silver,Black,2.0,2.0
2021,9215.0,66900.0,Audi,Gray,Black,0.0,2.0
2014,92498.0,62999.0,Mercedes-Benz,Black,Gray,2.0,4.0
2015,146100.0,7500.0,Kia,Black,Beige,0.0,3.0
2023,5791.0,42400.0,Mercedes-Benz,Black,Black,0.0,1.0
2020,111937.0,16975.0,Ford,White,Blue,0.0,1.0
2023,6411.0,54980.0,Audi,White,Black,0.0,1.0
2020,42725.0,24198.0,BMW,Black,Black,0.0,1.0
2023,1581.0,37989.0,Audi,Black,Black,0.0,1.0
2021,40076.0,67998.0,Lexus,White,Red,0.0,1.0
2012,115439.0,4395.0,Nissan,Silver,Black,0.0,7.0
2023,6869.0,37988.0,INFINITI,Gray,Gray,0.0,1.0
2012,100025.0,8995.0,MINI,Gray,Black,0.0,1.0
2020,63703.0,18991.0,Jeep,White,Black,0.0,2.0
2021,26871.0,17800.0,Kia,Red,Gray,0.0,1.0
2020,93819.0,24985.0,Ford,White,Gray,0.0,1.0
2021,38324.0,28691.0,Mazda,Gray,Red,1.0,1.0
2015,109270.0,16998.0,Acura,White,Unknown,0.0,2.0
2020,36590.0,33998.0,Ford,Gray,Gray,0.0,1.0
2023,8470.0,32998.0,Mazda,Blue,Beige,0.0,1.0
2019,47368.0,34998.0,Jeep,Black,Black,0.0,3.0
2013,113669.0,11599.0,Hyundai,White,Beige,0.0,1.0
2021,9892.0,20998.0,Nissan,White,Black,0.0,1.0
2020,43497.0,24991.0,Toyota,White,Black,0.0,1.0
2021,9762.0,22953.0,Toyota,Gray,Black,1.0,1.0
2021,15526.0,54499.0,Mercedes-Benz,Black,Black,0.0,2.0
2021,40149.0,30999.0,Toyota,White,Black,0.0,1.0
2021,27228.0,26794.0,Toyota,White,Black,0.0,2.0
2019,13488.0,23074.0,Mazda,Gray,Gray,0.0,1.0
2021,26650.0,28649.0,Subaru,Gray,Black,0.0,1.0
2021,53505.0,19995.0,Honda,Blue,Unknown,2.0,1.0
2021,21385.0,57997.0,BMW,White,Black,0.0,1.0
2022,41168.0,22488.0,Chevrolet,White,Black,0.0,1.0
2023,4086.0,39777.0,Mercedes-Benz,Black,Black,1.0,1.0
2015,57150.0,33919.0,Audi,Black,Black,0.0,3.0
2019,10838.0,20445.0,Ford,Gray,Black,0.0,2.0
2010,135880.0,5995.0,Volkswagen,Black,Unknown,2.0,2.0
2021,44459.0,37895.0,Toyota,Silver,Gray,1.0,1.0
2019,21872.0,19998.0,Buick,White,Gray,0.0,2.0
2020,68463.0,43598.0,BMW,Blue,Black,0.0,2.0
2022,51.0,30541.0,Alfa Romeo,Red,Black,0.0,1.0
2006,70805.0,26919.0,Porsche,White,Unknown,0.0,2.0
2016,51756.0,18998.0,Chrysler,Silver,Black,2.0,2.0
2021,23800.0,29333.0,Toyota,Red,Black,0.0,1.0
2020,34893.0,17994.0,Volkswagen,Black,Black,0.0,1.0
2021,64606.0,15995.0,Toyota,Red,Black,0.0,1.0
2021,41792.0,27081.0,Toyota,Black,Black,0.0,1.0
2013,147350.0,11200.0,Toyota,Black,Black,0.0,1.0
2021,9624.0,42892.0,Mercedes-Benz,Red,Beige,0.0,1.0
2022,9641.0,70988.0,GMC,Black,White,0.0,2.0
2020,34491.0,24998.0,Toyota,Blue,Black,1.0,1.0
2014,106575.0,10999.0,Toyota,Black,Gray,0.0,1.0
2021,43115.0,31968.0,Acura,Red,Black,0.0,1.0
2017,114000.0,8490.0,Ford,Gold,Black,1.0,2.0
2023,1529.0,32995.0,Audi,Blue,Black,0.0,1.0
2020,25736.0,35998.0,Ram,Black,Black,0.0,1.0
2013,98042.0,11600.0,Toyota,Silver,Gray,1.0,1.0
2021,19369.0,32998.0,Ford,Gray,Black,0.0,1.0
2010,26107.0,28965.0,Maserati,Black,Black,2.0,3.0
2018,54264.0,19555.0,Toyota,White,Black,2.0,1.0
2013,117038.0,20495.0,Jeep,Black,Black,0.0,2.0
2015,104728.0,15891.0,Honda,White,Unknown,0.0,4.0
2016,68742.0,7500.0,Ford,Black,Black,0.0,3.0
2022,35410.0,19998.0,Chevrolet,Gray,Gray,0.0,1.0
2021,14422.0,26496.0,BMW,Gray,Black,0.0,2.0
2016,103207.0,21995.0,Chevrolet,White,Black,0.0,2.0
2021,22734.0,31990.0,Mercedes-Benz,Black,Black,1.0,1.0
2020,34545.0,37888.0,Chevrolet,Black,Black,0.0,1.0
2022,14130.0,35821.0,Lexus,White,Black,0.0,1.0
2021,17302.0,32998.0,Ford,Black,Unknown,0.0,1.0
2017,20095.0,31998.0,Acura,White,Black,0.0,1.0
2015,54555.0,33998.0,Mercedes-Benz,Blue,Gray,1.0,3.0
2017,79434.0,26987.0,GMC,Gray,Black,0.0,1.0
2004,47395.0,19500.0,Chevrolet,Black,Black,0.0,2.0
2023,7345.0,34900.0,Subaru,White,Gray,0.0,1.0
2021,37418.0,37991.0,Toyota,Silver,Black,0.0,1.0
2022,25.0,34751.0,Alfa Romeo,Black,Black,0.0,1.0
2021,24706.0,28999.0,BMW,Blue,Black,0.0,1.0
2012,91988.0,12495.0,Honda,Black,Gray,0.0,1.0
2022,25721.0,34984.0,Subaru,Gray,Gray,0.0,1.0
2023,19660.0,23935.0,Toyota,Gray,Black,0.0,1.0
2021,34955.0,33994.0,Toyota,White,Gray,0.0,1.0
2016,83633.0,22750.0,BMW,Black,Black,1.0,2.0
2021,74064.0,17994.0,Toyota,Red,Black,1.0,1.0
2023,5618.0,37500.0,Subaru,White,Gray,0.0,1.0
2021,10868.0,23991.0,Nissan,Red,Black,0.0,1.0
2020,21421.0,19998.0,Chevrolet,White,Black,1.0,2.0
2020,45016.0,32598.0,Volvo,Gray,Black,0.0,1.0
2021,21352.0,29995.0,Mercedes-Benz,Black,Unknown,0.0,3.0
2019,54568.0,21998.0,Dodge,White,Black,0.0,1.0
2023,8581.0,51623.0,Audi,Black,Black,0.0,1.0
2021,7228.0,29046.0,Mercedes-Benz,Black,Black,0.0,1.0
2016,97626.0,14900.0,Cadillac,White,Beige,1.0,3.0
2021,43043.0,25981.0,Honda,Gray,Black,0.0,1.0
2017,60253.0,38595.0,Mercedes-Benz,Unknown,Unknown,0.0,1.0
2011,88997.0,10988.0,Mercedes-Benz,Black,Black,0.0,3.0
2014,90795.0,14998.0,Volkswagen,Black,Black,1.0,2.0
2019,54727.0,19999.0,Mercedes-Benz,Black,Black,0.0,2.0
2021,26852.0,32998.0,Ford,White,Black,0.0,1.0
2023,7023.0,37777.0,Mercedes-Benz,White,Black,0.0,1.0
2020,41553.0,19995.0,Ford,Black,Black,0.0,1.0
2014,173788.0,17995.0,Lexus,Black,Black,0.0,1.0
2016,73181.0,14999.0,BMW,Silver,Beige,0.0,3.0
2021,18667.0,27998.0,Subaru,Black,Gray,0.0,1.0
2022,31031.0,18500.0,Kia,White,Black,0.0,1.0
2022,4681.0,28948.0,Subaru,Red,Gray,0.0,1.0
2013,50621.0,15998.0,Chevrolet,Gray,Gray,0.0,3.0
2021,61250.0,15891.0,Nissan,Gray,Gray,0.0,1.0
2019,25687.0,33998.0,Audi,Black,Black,2.0,1.0
2021,24754.0,32797.0,Toyota,Gray,Black,0.0,1.0
2024,5020.0,30998.0,Subaru,Black,Black,0.0,1.0
2019,41249.0,25999.0,BMW,Black,Black,0.0,1.0
2020,18548.0,19995.0,Honda,White,Unknown,0.0,1.0
2021,29334.0,30592.0,Mercedes-Benz,Black,Black,0.0,1.0
2020,39968.0,26789.0,Acura,White,Beige,0.0,1.0
2022,30074.0,17799.0,Nissan,Gray,Black,0.0,1.0
2021,34484.0,16540.0,Ford,White,Gray,0.0,2.0
2023,8591.0,37777.0,Mercedes-Benz,Gray,Black,0.0,1.0
2022,35848.0,23993.0,Toyota,Red,Gray,0.0,1.0
2021,22778.0,26999.0,Mercedes-Benz,Black,Black,0.0,1.0
2019,23268.0,32998.0,Mercedes-Benz,Blue,Unknown,1.0,3.0
2021,28852.0,28999.0,BMW,White,Black,0.0,1.0
2021,62149.0,18554.0,Chevrolet,Red,Black,0.0,1.0
2021,38305.0,25381.0,Toyota,Black,Gray,0.0,1.0
2016,58912.0,18998.0,Hyundai,Silver,Gray,0.0,1.0
2018,60428.0,19399.0,Audi,Silver,Black,0.0,2.0
2020,58459.0,19998.0,Nissan,Gray,Black,1.0,4.0
2021,9573.0,34421.0,Mercedes-Benz,Gray,Gray,0.0,1.0
2020,23484.0,19777.0,Volkswagen,Gray,Black,0.0,1.0
2016,41207.0,18998.0,Chevrolet,Black,Black,1.0,2.0
2022,40474.0,30998.0,BMW,White,Unknown,0.0,1.0
2023,1350.0,33995.0,Audi,Black,Black,0.0,1.0
2018,70844.0,21998.0,MINI,Blue,Black,0.0,2.0
2023,2717.0,33500.0,Audi,Black,Black,0.0,1.0
2019,43481.0,17998.0,Volkswagen,White,Black,0.0,2.0
2021,46578.0,21388.0,Subaru,Blue,Gray,0.0,1.0
2018,137615.0,8499.0,Kia,Black,Black,1.0,2.0
2020,24615.0,29239.0,Subaru,Gray,Brown,0.0,1.0
2020,47973.0,27500.0,Honda,Silver,Black,0.0,1.0
2021,36225.0,42997.0,Mercedes-Benz,Gray,Black,0.0,1.0
2017,78171.0,32998.0,Toyota,Black,Gray,2.0,2.0
2018,94426.0,13987.0,Nissan,Silver,Gray,0.0,4.0
2020,26137.0,23333.0,Mazda,Red,Black,0.0,1.0
2008,43698.0,58727.0,Porsche,Black,Black,0.0,1.0
2019,60812.0,19349.0,Jaguar,White,Black,1.0,1.0
2007,94629.0,9999.0,Mercedes-Benz,Unknown,Unknown,0.0,3.0
2020,23460.0,20495.0,Toyota,White,Gray,0.0,1.0
2018,84732.0,16500.0,Honda,Black,Black,0.0,3.0
2023,7111.0,41061.0,Mercedes-Benz,Blue,Beige,0.0,1.0
2021,28450.0,37968.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,63335.0,41500.0,Chevrolet,Black,Black,0.0,1.0
2019,50496.0,18998.0,Hyundai,Blue,Black,0.0,2.0
2021,43589.0,19693.0,Toyota,Black,Gray,0.0,1.0
2020,27814.0,20987.0,Hyundai,Silver,Black,0.0,1.0
2021,64916.0,18694.0,Toyota,Black,Black,0.0,1.0
2022,88.0,30459.0,Alfa Romeo,Gray,Black,0.0,1.0
2019,53113.0,15695.0,Kia,Gray,Black,0.0,1.0
2015,132700.0,12295.0,Mercedes-Benz,Gray,Unknown,0.0,4.0
2020,18666.0,29896.0,Acura,White,Black,0.0,1.0
2020,80174.0,14995.0,Chevrolet,Silver,Black,1.0,2.0
2016,86246.0,12995.0,Land Rover,Black,Black,0.0,4.0
2016,96825.0,26987.0,Chevrolet,Black,Black,0.0,2.0
2023,3037.0,39232.0,Audi,Black,Black,0.0,1.0
2021,29388.0,29999.0,BMW,White,Black,0.0,1.0
2020,16589.0,20565.0,Honda,Silver,Black,0.0,1.0
2021,29428.0,39998.0,Mercedes-Benz,White,Black,1.0,1.0
2023,5562.0,50222.0,Honda,Black,Black,0.0,1.0
2023,564.0,35500.0,Audi,Black,Black,0.0,1.0
2021,52184.0,28485.0,Honda,Gray,Unknown,0.0,1.0
2012,98474.0,7995.0,Ford,Blue,Gray,0.0,1.0
2018,52098.0,24910.0,Jeep,Black,Black,0.0,1.0
2021,7234.0,31933.0,Mercedes-Benz,White,Beige,0.0,1.0
2011,157099.0,9999.0,GMC,Black,Black,0.0,3.0
2014,58663.0,18998.0,BMW,Gray,Black,0.0,1.0
2020,28547.0,20614.0,Toyota,White,Black,0.0,1.0
2023,766.0,20897.0,Nissan,Black,Black,0.0,1.0
2013,115118.0,11995.0,Audi,Gray,Black,1.0,3.0
2019,31114.0,21998.0,Honda,Black,Black,0.0,2.0
2019,50110.0,16998.0,Nissan,White,Black,0.0,2.0
2015,81726.0,16998.0,Mazda,Gray,Black,0.0,2.0
2021,25326.0,27998.0,Toyota,White,Black,1.0,1.0
2019,64053.0,21998.0,Toyota,White,Black,1.0,2.0
2014,31757.0,22998.0,INFINITI,Gray,Gray,0.0,2.0
2014,84574.0,13795.0,Ford,Black,Black,1.0,2.0
2017,64185.0,30300.0,Chevrolet,White,Black,3.0,1.0
2021,25826.0,20995.0,Toyota,Blue,Black,0.0,1.0
2020,87596.0,12777.0,Nissan,Gray,Black,0.0,3.0
2019,29934.0,25899.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,24094.0,29456.0,BMW,Gray,Black,0.0,1.0
2023,2403.0,54664.0,Audi,Black,Black,0.0,1.0
2021,41662.0,60782.0,GMC,Gray,Brown,0.0,1.0
2021,44380.0,43829.0,Mercedes-Benz,Black,Black,0.0,1.0
2020,23942.0,35998.0,Lexus,Black,Unknown,0.0,1.0
2021,18448.0,35998.0,Toyota,Black,Black,0.0,2.0
2016,37810.0,18998.0,Mazda,Blue,Black,0.0,2.0
2021,39099.0,23998.0,Hyundai,Blue,Black,1.0,1.0
2014,124184.0,21777.0,Mercedes-Benz,White,Black,1.0,3.0
2021,37193.0,34998.0,Ford,Black,Gray,1.0,2.0
2022,6242.0,28891.0,Mazda,Red,Black,1.0,1.0
2019,71018.0,20959.0,Dodge,Black,Black,0.0,3.0
2020,13984.0,33888.0,Audi,White,Beige,0.0,1.0
2014,57738.0,33998.0,Toyota,Black,Brown,2.0,3.0
2022,68.0,30460.0,Alfa Romeo,White,Black,0.0,1.0
2018,45880.0,46999.0,Land Rover,Black,Gray,0.0,2.0
2020,55039.0,22597.0,INFINITI,Black,Gray,1.0,2.0
2018,55265.0,21998.0,BMW,White,Black,1.0,2.0
2018,95458.0,10995.0,Chevrolet,Silver,Black,0.0,2.0
2020,19490.0,27995.0,Cadillac,White,Red,0.0,1.0
2010,122850.0,12991.0,Lexus,Gray,Beige,0.0,3.0
2022,51155.0,22500.0,Honda,Gray,Black,0.0,1.0
2019,35495.0,18999.0,Subaru,Black,Black,0.0,1.0
2021,21289.0,37998.0,Lexus,White,Unknown,0.0,1.0
2013,112519.0,6950.0,Volkswagen,Silver,Black,1.0,2.0
2015,91736.0,8995.0,Volkswagen,Black,Black,1.0,4.0
2021,24454.0,26555.0,Subaru,Green,Gray,0.0,1.0
2021,40208.0,36998.0,Audi,Black,Black,0.0,1.0
2023,6290.0,33500.0,Subaru,Silver,Black,0.0,1.0
2021,80771.0,17495.0,Toyota,Blue,Black,1.0,1.0
2022,46.0,30542.0,Alfa Romeo,White,Black,0.0,1.0
2011,101056.0,9991.0,Toyota,White,Gray,0.0,2.0
2019,62813.0,19500.0,GMC,Black,Black,1.0,1.0
2020,64447.0,31998.0,Ford,Black,Gray,1.0,2.0
2018,56425.0,21920.0,Jeep,White,Black,0.0,1.0
2022,29308.0,24750.0,Mazda,Gray,Black,0.0,1.0
2022,85.0,35488.0,Alfa Romeo,Black,Black,0.0,1.0
2017,104050.0,12998.0,Hyundai,Gray,Gray,2.0,2.0
2021,49141.0,26035.0,Honda,White,Beige,0.0,1.0
2019,76920.0,31998.0,Chevrolet,Black,Black,1.0,2.0
2020,12733.0,20995.0,Ford,White,Black,0.0,1.0
2021,27163.0,41433.0,Mercedes-Benz,Black,Black,0.0,1.0
2022,26766.0,50723.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,41190.0,21999.0,Honda,Gray,Black,0.0,1.0
2021,9443.0,17995.0,Kia,Red,Black,0.0,1.0
2017,92197.0,22998.0,Toyota,Black,Gray,0.0,3.0
2016,91885.0,15995.0,Ford,Black,Black,0.0,3.0
2023,4508.0,57363.0,Mercedes-Benz,White,White,0.0,1.0
2017,51853.0,22158.0,Subaru,Blue,Brown,0.0,1.0
2017,59572.0,18999.0,BMW,White,Brown,0.0,3.0
2015,67246.0,9990.0,Kia,Gray,Gray,1.0,1.0
2021,33118.0,28194.0,Toyota,Silver,Black,0.0,1.0
2020,60791.0,14088.0,Hyundai,Black,Gray,0.0,1.0
2021,38785.0,42998.0,Audi,Tan,Black,0.0,1.0
2019,48491.0,49499.0,Mercedes-Benz,Silver,Black,0.0,1.0
2021,34576.0,26510.0,Mercedes-Benz,Blue,Black,0.0,3.0
2017,94751.0,16998.0,Honda,White,Unknown,0.0,1.0
2014,76699.0,16449.0,Acura,Gray,Unknown,0.0,1.0
2020,26267.0,23777.0,Chevrolet,White,Black,0.0,1.0
2019,45704.0,24499.0,Land Rover,White,Black,1.0,3.0
2021,55635.0,24988.0,Subaru,Gray,Gray,0.0,1.0
2018,63000.0,19988.0,INFINITI,Gray,Brown,0.0,2.0
2015,59705.0,19999.0,Lexus,Gray,Black,2.0,2.0
2016,97076.0,12987.0,BMW,Gray,Red,1.0,2.0
2021,6994.0,20894.0,Volkswagen,White,Black,0.0,1.0
2020,67465.0,31998.0,Chevrolet,White,Black,1.0,1.0
2009,96991.0,7900.0,Ford,White,Unknown,0.0,2.0
2022,23799.0,42998.0,Jeep,White,Brown,0.0,1.0
2021,21591.0,30896.0,Mercedes-Benz,White,Black,0.0,1.0
2016,85987.0,19994.0,BMW,Black,Black,0.0,2.0
2020,16789.0,20777.0,Volkswagen,Black,Gray,0.0,1.0
2013,75935.0,11798.0,Honda,Silver,Black,0.0,2.0
2021,43244.0,20100.0,Kia,White,Black,0.0,1.0
2022,18815.0,45271.0,Jeep,White,Black,0.0,1.0
2022,18493.0,22500.0,Hyundai,Black,Black,0.0,1.0
2019,19494.0,27998.0,Mercedes-Benz,Gray,Black,0.0,2.0
2011,93632.0,7500.0,BMW,Gray,Gray,0.0,4.0
2015,71278.0,13987.0,Mercedes-Benz,Black,Beige,1.0,2.0
2020,47109.0,31998.0,Ford,Black,Black,1.0,1.0
2015,85972.0,6900.0,Ford,Black,Black,0.0,1.0
2020,25532.0,47000.0,Mercedes-Benz,White,Black,0.0,2.0
2020,80497.0,30987.0,Chevrolet,White,Black,1.0,3.0
2022,29105.0,16999.0,Kia,Gray,Black,1.0,1.0
2021,34218.0,28250.0,Lexus,White,Beige,0.0,1.0
2022,8554.0,21988.0,Nissan,White,Black,0.0,1.0
2023,2266.0,32995.0,Audi,Black,Black,0.0,1.0
2022,18696.0,26991.0,Kia,White,Black,0.0,1.0
2021,22944.0,47157.0,Mercedes-Benz,Blue,Black,0.0,1.0
2023,2521.0,32995.0,Audi,Black,Black,0.0,1.0
2020,66114.0,13900.0,Kia,Gray,Black,0.0,1.0
2019,26958.0,29998.0,Audi,Gray,Beige,0.0,1.0
2019,37366.0,25262.0,Mercedes-Benz,Black,Black,0.0,2.0
2020,31656.0,27990.0,Mercedes-Benz,Unknown,Black,0.0,1.0
2017,76901.0,13499.0,Ford,Black,Black,2.0,2.0
2023,1751.0,46286.0,Audi,White,Black,0.0,1.0
2020,23107.0,26510.0,Mercedes-Benz,Silver,Black,0.0,1.0
2022,30824.0,19999.0,Chevrolet,Gray,Black,0.0,1.0
2020,71000.0,16900.0,Kia,Gray,Black,0.0,1.0
2018,61608.0,30549.0,Chevrolet,Gray,Black,0.0,1.0
2020,16804.0,27995.0,Cadillac,Black,Black,0.0,1.0
2019,23351.0,43895.0,Mercedes-Benz,White,Black,0.0,1.0
2023,2816.0,80000.0,Ford,Gray,Black,0.0,2.0
2010,151649.0,5680.0,Toyota,Black,Gray,1.0,3.0
2020,22828.0,26500.0,Subaru,Black,Gray,0.0,1.0
2018,40223.0,12999.0,Hyundai,Silver,Gray,0.0,3.0
2021,29755.0,29933.0,Mercedes-Benz,Gray,Beige,0.0,1.0
2020,18122.0,18954.0,Nissan,Blue,Black,0.0,1.0
2021,20182.0,22995.0,Toyota,Gray,Black,1.0,1.0
2013,97773.0,17998.0,Honda,Gray,Gray,0.0,1.0
2016,39327.0,48919.0,Mercedes-Benz,Black,Black,1.0,2.0
2016,88567.0,15998.0,Hyundai,Black,Black,0.0,1.0
2022,7139.0,26399.0,Volkswagen,White,Black,0.0,1.0
2021,22280.0,32998.0,Ford,White,Black,0.0,1.0
2022,8100.0,24991.0,Honda,White,Black,0.0,1.0
2020,39232.0,33998.0,Audi,White,Black,2.0,1.0
2019,37152.0,13799.0,Nissan,White,Black,0.0,1.0
2020,63973.0,17495.0,Ford,White,Beige,0.0,2.0
2017,24293.0,19222.0,MINI,Red,Gray,1.0,1.0
2020,55640.0,14988.0,Kia,Gray,Black,0.0,2.0
2021,30972.0,41775.0,Maserati,White,Brown,0.0,1.0
2023,4148.0,27000.0,Subaru,Green,Gray,0.0,1.0
2021,36858.0,43361.0,Volvo,Black,Unknown,0.0,1.0
2014,78962.0,12495.0,Kia,Black,Black,1.0,2.0
2016,90179.0,20419.0,BMW,Silver,Black,0.0,3.0
2014,128302.0,10500.0,Toyota,White,Gray,1.0,2.0
2022,7590.0,36999.0,BMW,Gray,Brown,0.0,1.0
