year,miles,price,brand,color_exterior,color_interior,accidents,number_of_owners
2020,30533.0,18529.0,Volkswagen,Gray,Black,0.0,1.0
2021,30455.0,23333.0,Chevrolet,Black,Black,1.0,1.0
2022,29934.0,29998.0,Toyota,Black,Black,0.0,1.0
2022,9842.0,44774.0,Mercedes-Benz,White,Black,0.0,1.0
2020,40394.0,26828.0,Subaru,Black,Gray,0.0,1.0
2020,39689.0,36998.0,Porsche,Blue,Black,1.0,1.0
2015,82310.0,19998.0,Jeep,Gray,Black,0.0,1.0
2021,107431.0,21999.0,Ram,Blue,Brown,1.0,1.0
2021,62112.0,21699.0,Audi,White,Black,0.0,1.0
2021,28000.0,30260.0,Cadillac,Black,Black,0.0,1.0
2021,64905.0,21681.0,Toyota,Gray,Unknown,0.0,1.0
2021,40810.0,23998.0,Mazda,Gray,Red,0.0,1.0
2020,59773.0,15994.0,Ford,Black,Black,2.0,1.0
2021,30621.0,30333.0,Lexus,Silver,Black,0.0,1.0
2021,41229.0,18500.0,Toyota,White,Black,0.0,1.0
2023,3306.0,25000.0,Chevrolet,Blue,Black,0.0,1.0
2021,18407.0,30990.0,Mercedes-Benz,Blue,Beige,0.0,1.0
2020,83353.0,19999.0,BMW,Red,Beige,0.0,2.0
2018,49057.0,37997.0,Ford,White,Black,0.0,2.0
2020,4339.0,39460.0,Mercedes-Benz,White,Black,0.0,1.0
2021,63535.0,17987.0,Volkswagen,White,Black,0.0,1.0
2020,29189.0,28946.0,Mercedes-Benz,White,Beige,0.0,2.0
2015,56977.0,14998.0,Nissan,Black,Black,0.0,3.0
2018,59696.0,21998.0,Mercedes-Benz,White,Black,2.0,2.0
2014,113327.0,14599.0,Toyota,Silver,Gray,2.0,4.0
2016,96178.0,23495.0,Ford,White,Black,3.0,4.0
2016,69891.0,22998.0,Mercedes-Benz,White,Gray,1.0,1.0
2020,18708.0,26991.0,Lexus,Silver,Black,0.0,1.0
2020,43662.0,19888.0,Ford,Silver,Unknown,1.0,1.0
2018,86182.0,13995.0,Ford,White,Black,1.0,2.0
2023,12912.0,23988.0,Nissan,White,Black,0.0,1.0
2021,19216.0,20995.0,Kia,White,Black,0.0,1.0
2020,20202.0,18995.0,Honda,White,Beige,0.0,1.0
2021,40745.0,45999.0,BMW,White,Black,0.0,2.0
2020,23564.0,38495.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,30956.0,27555.0,Toyota,Silver,Black,0.0,1.0
2022,17828.0,34888.0,Subaru,Gray,Gray,0.0,1.0
2020,28678.0,36595.0,Mercedes-Benz,White,Black,0.0,1.0
2021,27856.0,41997.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,33251.0,19250.0,Chevrolet,Silver,Black,0.0,1.0
2021,28708.0,31154.0,Mercedes-Benz,Gray,Black,0.0,2.0
2022,5029.0,38235.0,Mercedes-Benz,Black,Beige,0.0,1.0
2017,53043.0,12991.0,Kia,White,Black,1.0,2.0
2016,81289.0,16999.0,Mercedes-Benz,Black,Black,4.0,3.0
2023,6742.0,37776.0,Mercedes-Benz,Gray,Black,0.0,2.0
2021,49191.0,18994.0,Toyota,Unknown,Unknown,0.0,1.0
2021,20614.0,31999.0,BMW,White,Beige,0.0,1.0
2014,89428.0,15998.0,Toyota,Gray,Black,1.0,3.0
2021,32390.0,23749.0,Subaru,Blue,Gray,1.0,1.0
2017,114309.0,13998.0,Hyundai,Black,Black,1.0,1.0
2021,57953.0,38995.0,Ford,White,Gray,0.0,1.0
2020,30962.0,24998.0,Subaru,Black,Gray,0.0,1.0
2015,30778.0,14790.0,Toyota,Black,Black,1.0,2.0
2019,27160.0,33998.0,Toyota,Gray,Black,2.0,1.0
2020,62802.0,24000.0,Land Rover,Black,Unknown,0.0,1.0
2023,10109.0,39776.0,Mercedes-Benz,Silver,Black,0.0,1.0
2021,14618.0,28097.0,Subaru,Black,Gray,0.0,1.0
2021,62665.0,17000.0,Toyota,Black,Black,0.0,1.0
2022,35570.0,23998.0,Volkswagen,White,Black,1.0,1.0
2018,34889.0,24400.0,Honda,Blue,Black,0.0,2.0
2018,38894.0,22444.0,Jaguar,Gray,Beige,0.0,3.0
2020,33059.0,37999.0,BMW,White,Black,0.0,1.0
2021,33257.0,39591.0,Mercedes-Benz,Silver,Beige,0.0,1.0
2023,3518.0,43139.0,Mercedes-Benz,White,Beige,0.0,1.0
2022,33047.0,16988.0,Kia,White,Black,0.0,1.0
2018,50079.0,24777.0,Chevrolet,White,Black,0.0,4.0
2020,10093.0,35666.0,Toyota,Silver,Black,1.0,1.0
2018,55367.0,24166.0,Mercedes-Benz,White,Black,0.0,2.0
2021,28914.0,18993.0,Volkswagen,White,Black,0.0,1.0
2023,2738.0,53155.0,Audi,Black,Black,0.0,1.0
2022,28520.0,26800.0,Ford,White,Black,0.0,1.0
2021,62103.0,15641.0,Nissan,Blue,Gray,0.0,1.0
2011,109040.0,13995.0,Land Rover,Gray,Black,0.0,3.0
2021,15900.0,36591.0,Mercedes-Benz,Red,Beige,0.0,1.0
2020,44609.0,24595.0,Ford,Black,Black,1.0,2.0
2019,33822.0,15444.0,Volkswagen,Black,Black,0.0,1.0
2021,16775.0,40222.0,Toyota,Red,Black,0.0,1.0
2021,62820.0,27600.0,Toyota,Red,Black,0.0,1.0
2020,41053.0,22998.0,Kia,White,Black,0.0,2.0
2021,63421.0,18693.0,Toyota,Silver,Black,0.0,1.0
2015,49125.0,16995.0,Mercedes-Benz,Blue,Unknown,0.0,2.0
2021,7800.0,30999.0,BMW,Gray,Beige,0.0,1.0
2015,117179.0,7695.0,BMW,Black,Black,0.0,4.0
2018,43047.0,21998.0,Nissan,Red,Beige,0.0,2.0
2023,5723.0,41151.0,Mercedes-Benz,Black,Black,0.0,1.0
2023,6776.0,69999.0,BMW,Black,Black,0.0,1.0
2022,10969.0,36993.0,Audi,Silver,Gray,0.0,1.0
2021,44447.0,25795.0,Toyota,Gray,Black,0.0,1.0
2019,129303.0,13999.0,Dodge,White,Black,0.0,2.0
2020,19543.0,26889.0,Mercedes-Benz,Silver,Beige,0.0,1.0
2017,52826.0,23499.0,Mercedes-Benz,Black,Black,1.0,3.0
2021,48855.0,40497.0,BMW,White,Red,0.0,1.0
2016,86686.0,16998.0,Mazda,White,Black,2.0,2.0
2021,41707.0,24991.0,Subaru,Silver,Black,0.0,1.0
2021,28374.0,29933.0,Mercedes-Benz,White,Black,0.0,1.0
2017,62567.0,17889.0,Subaru,Gray,Gray,1.0,2.0
2022,12232.0,26988.0,Nissan,White,Black,0.0,1.0
2013,131525.0,10895.0,Toyota,White,Gray,1.0,2.0
2011,152825.0,9998.0,Ford,White,Unknown,0.0,2.0
2022,16700.0,38444.0,Jeep,Black,Black,0.0,2.0
2012,124873.0,8995.0,Honda,Gray,Gray,1.0,4.0
2020,22112.0,26666.0,Jaguar,Gray,Unknown,0.0,1.0
2020,27051.0,37498.0,BMW,Gray,Black,0.0,2.0
2023,6091.0,36462.0,Audi,Black,Black,0.0,1.0
2020,35882.0,25498.0,Honda,Gray,Black,1.0,1.0
2023,8474.0,34600.0,Subaru,White,Gray,0.0,1.0
2021,28560.0,38994.0,Volvo,Gray,Black,0.0,1.0
2022,17842.0,43988.0,BMW,Black,Black,0.0,1.0
2022,17313.0,39566.0,Jeep,Black,Black,0.0,1.0
2013,103297.0,11995.0,BMW,Silver,Black,0.0,1.0
2020,46571.0,17495.0,Honda,Red,Black,0.0,2.0
2017,48992.0,16200.0,FIAT,Gray,Black,0.0,2.0
2018,105394.0,18998.0,Dodge,White,Black,0.0,2.0
2020,41508.0,24689.0,Acura,Black,Black,0.0,1.0
2022,49207.0,18998.0,Kia,Red,Black,0.0,1.0
2023,2235.0,33995.0,Audi,Black,Black,0.0,1.0
2020,38110.0,32595.0,Mercedes-Benz,Silver,Black,0.0,3.0
2021,53960.0,21350.0,Toyota,White,Unknown,0.0,1.0
2022,7033.0,28333.0,Toyota,White,Black,0.0,1.0
2022,31454.0,24987.0,Honda,White,Black,0.0,1.0
2021,7425.0,36995.0,Lincoln,Tan,Beige,0.0,1.0
2023,198.0,59988.0,Ford,Gray,Black,0.0,1.0
2021,68744.0,24493.0,Honda,White,Black,0.0,1.0
2022,7383.0,41563.0,Ford,Gray,Black,0.0,1.0
2014,81607.0,14995.0,Land Rover,Black,Black,0.0,2.0
2019,28165.0,27998.0,Volkswagen,Silver,Black,0.0,1.0
2017,51250.0,40000.0,Land Rover,Gray,Black,0.0,1.0
2022,43257.0,17400.0,Chevrolet,Silver,Black,0.0,1.0
2021,61589.0,26685.0,Toyota,Black,Unknown,0.0,1.0
2017,113292.0,19998.0,Acura,White,Black,0.0,1.0
2021,62935.0,22998.0,Toyota,Black,Black,1.0,1.0
2023,2110.0,32995.0,Audi,White,Beige,0.0,1.0
2021,14150.0,32000.0,Toyota,Blue,Black,0.0,1.0
2016,75635.0,16998.0,BMW,White,Black,0.0,1.0
2019,38199.0,18998.0,Hyundai,Black,Black,1.0,1.0
2021,29490.0,71222.0,Land Rover,Silver,Brown,0.0,1.0
2022,28188.0,26998.0,Honda,White,Black,0.0,1.0
2020,47370.0,19998.0,Chevrolet,Black,Gray,0.0,3.0
2023,9109.0,45498.0,BMW,Gray,Black,0.0,1.0
2017,99241.0,14948.0,Subaru,Black,Black,0.0,1.0
2020,36732.0,21721.0,Honda,Gray,Unknown,0.0,2.0
2015,84457.0,14998.0,Honda,Red,Black,1.0,2.0
2019,45870.0,29998.0,Toyota,Black,Black,1.0,1.0
2020,41417.0,18998.0,Hyundai,White,Black,0.0,1.0
2009,112045.0,9995.0,Land Rover,Black,Black,5.0,5.0
2016,37285.0,15987.0,Hyundai,Gray,Gray,1.0,1.0
2017,23045.0,22998.0,Honda,Black,Black,2.0,1.0
2022,36292.0,13650.0,Chevrolet,Gray,Black,0.0,1.0
2015,78923.0,16999.0,Mercedes-Benz,Black,Black,0.0,4.0
2014,43936.0,36998.0,BMW,Black,Black,0.0,2.0
2021,7485.0,26300.0,Subaru,Gray,Black,0.0,1.0
2020,69006.0,24323.0,Subaru,White,Brown,0.0,2.0
2019,112327.0,19998.0,Ford,White,Gray,0.0,1.0
2019,47051.0,29013.0,Jaguar,Black,Unknown,0.0,1.0
2016,69957.0,9988.0,Nissan,White,Black,0.0,2.0
2022,32956.0,35998.0,Jeep,Gray,Black,0.0,1.0
2020,24359.0,30855.0,Audi,Gray,Black,1.0,1.0
2019,46446.0,22000.0,Mercedes-Benz,Blue,Beige,0.0,2.0
2020,24398.0,25725.0,Audi,Blue,Brown,0.0,1.0
2013,56891.0,17998.0,BMW,Gold,Black,0.0,1.0
2020,22338.0,43014.0,Mercedes-Benz,Gray,Black,1.0,1.0
2016,122368.0,13998.0,Kia,Silver,Gray,0.0,1.0
2021,66531.0,18694.0,Toyota,Red,Black,0.0,1.0
2021,34129.0,24499.0,Subaru,Black,Black,0.0,1.0
2019,33933.0,26888.0,Mercedes-Benz,Black,Black,0.0,2.0
2020,37045.0,26988.0,Mercedes-Benz,Black,Unknown,0.0,1.0
2021,62203.0,21888.0,Mazda,Silver,Black,0.0,1.0
2012,42222.0,21677.0,Jeep,Black,Black,1.0,1.0
2023,2077.0,37998.0,Audi,Black,Black,0.0,1.0
2015,84982.0,16998.0,Toyota,White,Black,0.0,1.0
2012,95743.0,13995.0,Land Rover,White,White,0.0,2.0
2017,96286.0,16888.0,Toyota,Black,Black,0.0,2.0
2021,62048.0,40678.0,Ford,Silver,Black,1.0,1.0
2018,46513.0,14987.0,Chevrolet,Silver,Black,3.0,1.0
2021,29141.0,38993.0,Volvo,Silver,Black,0.0,1.0
2020,28772.0,34998.0,Toyota,Black,Gray,0.0,1.0
2022,36428.0,18998.0,Chevrolet,White,Gray,0.0,1.0
2019,49842.0,25163.0,Mercedes-Benz,Black,Black,0.0,2.0
2020,28908.0,30991.0,Jeep,Gray,Black,0.0,1.0
2021,15387.0,33009.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,8879.0,26065.0,Subaru,Green,Gray,0.0,1.0
2020,18999.0,33998.0,Toyota,Gray,Gray,1.0,1.0
2021,37595.0,23997.0,BMW,Black,Black,0.0,1.0
2023,7663.0,39777.0,Mercedes-Benz,Gray,Black,0.0,1.0
2020,73920.0,27998.0,Ford,Gray,Gray,0.0,1.0
2021,23303.0,42991.0,Mercedes-Benz,Silver,Beige,0.0,1.0
2023,5688.0,34600.0,Subaru,Silver,Gray,0.0,1.0
2019,37498.0,23998.0,Toyota,White,Black,2.0,1.0
2020,34444.0,25998.0,Hyundai,Blue,Black,0.0,1.0
2021,57902.0,29998.0,Volkswagen,Black,Black,1.0,1.0
2012,135320.0,6500.0,Hyundai,Red,Black,0.0,3.0
2020,72921.0,19495.0,Mercedes-Benz,Black,Black,1.0,1.0
2023,10581.0,47000.0,Buick,White,Black,0.0,1.0
2022,28082.0,22500.0,Toyota,Black,Black,1.0,1.0
2019,54821.0,20998.0,Dodge,White,Black,0.0,2.0
2021,65710.0,23991.0,Lexus,Silver,Black,0.0,1.0
2021,22721.0,31000.0,Toyota,Gray,Gray,2.0,1.0
2007,108459.0,9995.0,Land Rover,White,White,0.0,4.0
2021,63321.0,18794.0,Toyota,White,Gray,1.0,1.0
2022,17868.0,20299.0,Toyota,Black,Black,0.0,1.0
2022,6097.0,32666.0,Mercedes-Benz,White,Beige,0.0,1.0
2022,33868.0,17593.0,Toyota,White,Black,0.0,1.0
2022,36066.0,20799.0,Ford,Gray,Gray,0.0,1.0
2022,11651.0,33497.0,Audi,Gray,Gray,0.0,2.0
2020,96157.0,10995.0,Kia,Gray,Black,0.0,3.0
2012,101835.0,10400.0,BMW,Silver,Black,0.0,2.0
2022,9952.0,30195.0,Chevrolet,Unknown,Unknown,0.0,1.0
2020,25298.0,29999.0,Toyota,White,Red,0.0,1.0
2020,27926.0,28400.0,INFINITI,Black,Gray,0.0,1.0
2020,36158.0,16988.0,Ford,Gray,Gray,0.0,1.0
2023,4202.0,50838.0,Mercedes-Benz,Blue,Black,0.0,1.0
2024,5699.0,34800.0,Subaru,Silver,Gray,0.0,1.0
2013,111951.0,22250.0,Toyota,Black,Gray,2.0,1.0
2020,55536.0,43163.0,Volvo,White,Beige,0.0,1.0
2017,50920.0,30998.0,Nissan,Black,Black,0.0,1.0
2019,16985.0,28599.0,Toyota,Silver,Gray,0.0,1.0
2020,65629.0,20555.0,Mercedes-Benz,White,Black,1.0,1.0
2017,110560.0,10986.0,Chevrolet,White,Black,1.0,1.0
2021,57404.0,32555.0,Toyota,Blue,Red,0.0,1.0
2021,43610.0,25099.0,Subaru,Blue,Gray,0.0,1.0
2021,62673.0,23993.0,Toyota,Black,Gray,0.0,1.0
2020,61144.0,22100.0,BMW,Black,Black,0.0,1.0
2022,12642.0,29333.0,Lexus,Red,Black,0.0,1.0
2023,615.0,34995.0,Audi,Black,Black,0.0,1.0
2021,25621.0,29498.0,BMW,Black,Black,0.0,1.0
2021,44974.0,35998.0,Ford,White,Gray,0.0,1.0
2019,37682.0,26998.0,Mercedes-Benz,Black,Black,0.0,1.0
2019,45246.0,21998.0,Honda,White,Black,0.0,2.0
2017,60307.0,18998.0,Chevrolet,Silver,Gray,0.0,1.0
2021,104561.0,31998.0,Chevrolet,White,Black,1.0,3.0
2021,56108.0,17988.0,Kia,Black,Black,0.0,1.0
2021,42815.0,19759.0,Jeep,White,Black,0.0,1.0
2020,28266.0,21620.0,Subaru,White,Black,0.0,1.0
2018,50118.0,24515.0,Jeep,Gray,Black,0.0,1.0
2019,27297.0,22588.0,Mercedes-Benz,Silver,Black,1.0,1.0
2015,26780.0,46988.0,Dodge,Black,Black,1.0,2.0
2020,43868.0,25000.0,Jeep,White,Black,0.0,1.0
2021,12283.0,34000.0,Lexus,Green,Black,0.0,1.0
2021,25690.0,32904.0,Mercedes-Benz,White,Beige,0.0,1.0
2018,34641.0,23998.0,Audi,White,Black,0.0,1.0
2021,15084.0,17995.0,Kia,Black,Black,0.0,1.0
2021,17691.0,31998.0,Ford,Black,Black,0.0,1.0
2021,23805.0,30000.0,Subaru,White,Beige,0.0,1.0
2024,6202.0,34800.0,Subaru,White,Beige,0.0,1.0
2008,20938.0,40900.0,Aston Martin,Black,Black,0.0,4.0
2023,32148.0,21800.0,Hyundai,White,Black,0.0,1.0
2017,79022.0,19998.0,Honda,Red,Black,3.0,2.0
2018,60305.0,15888.0,Jeep,Black,Black,1.0,2.0
2020,39362.0,21222.0,Toyota,Black,Black,0.0,1.0
2017,114015.0,11495.0,Volkswagen,Black,Black,2.0,2.0
2020,28125.0,25631.0,Mercedes-Benz,Black,Black,0.0,2.0
2019,34366.0,21987.0,Mercedes-Benz,Black,Black,1.0,3.0
2017,56536.0,18995.0,Mercedes-Benz,White,Beige,0.0,2.0
2019,73055.0,18998.0,Volkswagen,White,Black,0.0,1.0
2022,6316.0,36499.0,BMW,Black,Brown,0.0,1.0
2023,7439.0,39880.0,Mercedes-Benz,White,Beige,0.0,2.0
2021,59945.0,25998.0,BMW,White,Black,0.0,1.0
2017,62689.0,29333.0,Toyota,Silver,Gray,2.0,1.0
2019,117204.0,19999.0,Toyota,White,Gray,1.0,1.0
2023,7499.0,39777.0,Mercedes-Benz,Black,Black,0.0,1.0
2022,16331.0,19991.0,Chevrolet,Gray,Black,0.0,1.0
2023,5293.0,23999.0,Subaru,White,Gray,0.0,1.0
2012,130708.0,8991.0,Mercedes-Benz,White,Gray,0.0,2.0
2018,72905.0,14500.0,Honda,White,Beige,0.0,3.0
2013,85653.0,8995.0,Hyundai,Gray,Gray,0.0,2.0
2021,61474.0,22621.0,Chrysler,White,Black,0.0,1.0
2014,61910.0,26999.0,Land Rover,White,Black,0.0,3.0
2023,6478.0,61333.0,Toyota,Blue,Black,0.0,1.0
2019,36108.0,23987.0,Volkswagen,Blue,Black,0.0,1.0
2017,57467.0,17998.0,Volkswagen,Black,Black,0.0,2.0
2020,15503.0,29999.0,Audi,Black,Black,0.0,1.0
2021,40743.0,19888.0,Chevrolet,Black,Black,0.0,1.0
2020,42121.0,16308.0,Ford,Black,Black,0.0,1.0
2018,52817.0,11995.0,Kia,Gray,Black,0.0,3.0
2023,12459.0,19991.0,Kia,Gray,Black,0.0,1.0
2021,32130.0,29419.0,Mercedes-Benz,Gray,Black,0.0,1.0
2019,84793.0,17998.0,Jeep,Black,Black,1.0,3.0
2020,17913.0,31498.0,Acura,Black,Black,0.0,1.0
2015,116519.0,9499.0,Honda,Silver,Gray,1.0,4.0
2012,66614.0,17999.0,Mercedes-Benz,Black,Black,0.0,2.0
2017,96583.0,11999.0,Chevrolet,White,Black,1.0,2.0
2017,124407.0,8995.0,Dodge,Black,Black,0.0,2.0
2000,86513.0,8995.0,Mercedes-Benz,White,Beige,1.0,3.0
2018,73637.0,10999.0,Dodge,Black,Black,0.0,1.0
2019,27490.0,24063.0,Honda,Gray,Black,0.0,1.0
2021,51693.0,24300.0,Honda,Black,Gray,0.0,1.0
2023,5011.0,35300.0,Subaru,White,Gray,0.0,1.0
2020,40875.0,21488.0,Toyota,Black,Unknown,0.0,2.0
2021,21123.0,28998.0,Mercedes-Benz,Gray,Black,1.0,1.0
2021,64006.0,18985.0,Toyota,White,Gray,0.0,1.0
2018,54264.0,19555.0,Toyota,White,Black,0.0,0.0
2016,89315.0,13998.0,Hyundai,Silver,Gray,1.0,2.0
2018,54900.0,22998.0,Honda,Gray,Black,0.0,1.0
2020,35038.0,27906.0,Honda,Gray,Black,0.0,1.0
2015,106871.0,26599.0,Cadillac,Black,Brown,1.0,4.0
2015,124202.0,9991.0,Toyota,White,Gray,1.0,3.0
2021,25347.0,42999.0,BMW,Blue,Black,0.0,1.0
2013,119000.0,8988.0,Dodge,Black,Black,1.0,5.0
2006,83321.0,7695.0,Mercedes-Benz,Gray,Unknown,0.0,0.0
2023,9779.0,40777.0,Mercedes-Benz,Gray,Black,0.0,1.0
2021,26203.0,16995.0,Kia,Black,Black,0.0,1.0
2012,126639.0,8995.0,Honda,Black,Gray,0.0,2.0
2020,22045.0,32781.0,Honda,Silver,Gray,0.0,1.0
2012,112067.0,16750.0,Dodge,Black,Gray,0.0,2.0
2023,3924.0,64150.0,Chevrolet,Blue,Black,0.0,1.0
2021,11858.0,31933.0,Mercedes-Benz,White,Beige,0.0,1.0
2007,119568.0,16400.0,BMW,Silver,Gray,1.0,5.0
2021,57497.0,25998.0,Ford,Red,Black,1.0,1.0
2021,30283.0,31187.0,Honda,Black,Black,1.0,1.0
2021,41484.0,36998.0,Toyota,Red,Brown,0.0,1.0
2022,18137.0,33520.0,Toyota,White,Gray,0.0,1.0
2013,86955.0,15998.0,Audi,Black,Black,1.0,1.0
2015,101629.0,12599.0,Nissan,Black,Black,0.0,2.0
2020,88416.0,33998.0,Ford,Silver,Black,0.0,3.0
2018,67973.0,17998.0,Mazda,Red,Black,1.0,2.0
2022,40330.0,18000.0,Kia,Silver,Black,0.0,1.0
2022,11770.0,22222.0,Honda,Silver,Gray,0.0,1.0
2021,38015.0,31400.0,Toyota,White,Gray,1.0,2.0
2023,2081.0,31995.0,MINI,White,Black,0.0,1.0
2020,22534.0,31888.0,Audi,Gray,Black,0.0,1.0
2017,60340.0,23998.0,BMW,Gray,Unknown,0.0,1.0
2017,90843.0,18998.0,Ford,Black,Black,0.0,3.0
2016,42396.0,28998.0,Audi,White,Black,0.0,3.0
2023,3573.0,32995.0,Audi,Black,Black,0.0,1.0
2020,29094.0,20998.0,Acura,Gray,Black,1.0,1.0
2015,13366.0,18100.0,Subaru,White,Gray,0.0,1.0
2021,37982.0,22000.0,Kia,White,Black,0.0,1.0
2015,75078.0,16998.0,Honda,Blue,Black,0.0,4.0
2022,27091.0,58533.0,BMW,Black,Black,0.0,1.0
2014,77259.0,21998.0,Honda,Gray,Gray,0.0,1.0
2012,103487.0,10999.0,Toyota,Silver,Gray,0.0,2.0
2017,52456.0,12495.0,Kia,Black,Black,0.0,2.0
2018,38205.0,32295.0,Porsche,Black,Black,0.0,4.0
2021,17815.0,43496.0,BMW,Blue,Black,0.0,1.0
2021,30521.0,30560.0,Mercedes-Benz,Silver,Gray,0.0,1.0
2017,39702.0,34998.0,Chevrolet,White,Black,0.0,1.0
2021,61705.0,17888.0,Nissan,Black,Black,0.0,1.0
2021,10245.0,43999.0,BMW,White,Black,0.0,1.0
2020,43907.0,33994.0,BMW,Gray,Brown,0.0,1.0
2017,78540.0,19998.0,Honda,White,Black,0.0,3.0
2002,58556.0,26996.0,Porsche,Silver,Black,0.0,3.0
2020,46172.0,16998.0,Chevrolet,Black,Black,0.0,1.0
2019,77267.0,19876.0,Ford,Silver,Black,0.0,1.0
2013,37843.0,17998.0,Honda,White,Unknown,0.0,1.0
2016,99882.0,21999.0,GMC,Silver,Black,0.0,1.0
2015,94434.0,17495.0,Mercedes-Benz,Silver,Black,0.0,2.0
2021,41030.0,18999.0,Volkswagen,Gray,Black,0.0,1.0
2021,25030.0,29933.0,Mercedes-Benz,Gray,Black,1.0,1.0
2021,13758.0,21995.0,Ford,Gray,Gray,0.0,1.0
2022,12909.0,22879.0,Toyota,Black,Black,0.0,1.0
2023,4320.0,68796.0,Audi,Black,Black,0.0,1.0
2020,61362.0,22200.0,BMW,Black,Beige,0.0,1.0
2021,61058.0,24998.0,Jeep,White,Black,1.0,1.0
2023,1008.0,32995.0,Audi,Black,Black,0.0,1.0
2011,110377.0,6998.0,BMW,White,Beige,1.0,2.0
2020,43420.0,24499.0,Subaru,Black,Black,1.0,1.0
2021,27187.0,19995.0,Kia,White,Black,0.0,1.0
2015,94863.0,20998.0,Jeep,White,Black,0.0,2.0
2020,63997.0,31996.0,Ford,Black,Black,0.0,1.0
2012,88752.0,14995.0,BMW,White,Black,0.0,2.0
2021,33705.0,22300.0,Kia,Black,Black,0.0,1.0
2019,64566.0,17084.0,Honda,Black,Black,1.0,2.0
2014,122649.0,11995.0,BMW,Black,Black,1.0,3.0
2021,35810.0,29701.0,Mercedes-Benz,White,Black,0.0,1.0
2023,10322.0,58957.0,Audi,White,Black,0.0,1.0
2013,51583.0,17499.0,Audi,White,Black,1.0,2.0
2021,29919.0,20995.0,Toyota,Black,Black,0.0,1.0
2021,34409.0,25100.0,Subaru,White,Black,0.0,1.0
2019,44978.0,30795.0,Ford,Black,Black,0.0,1.0
2022,54626.0,13950.0,Nissan,Black,Black,0.0,1.0
2021,17357.0,28299.0,Subaru,Black,Brown,0.0,1.0
2021,34135.0,25727.0,Toyota,Black,Gray,0.0,1.0
2022,25164.0,29474.0,Subaru,Gray,Gray,0.0,1.0
2015,110746.0,9495.0,Chrysler,Black,Black,0.0,3.0
2014,74390.0,25995.0,Land Rover,Silver,Black,2.0,3.0
2021,42808.0,36500.0,Ford,White,Black,0.0,1.0
2016,121571.0,7885.0,Volkswagen,Gray,Black,1.0,3.0
2022,12435.0,34449.0,Subaru,Silver,Gray,0.0,1.0
2016,96250.0,18998.0,Honda,Black,Black,1.0,1.0
2013,70971.0,24998.0,Chevrolet,Black,Black,0.0,4.0
2016,95699.0,23887.0,Chevrolet,Silver,Black,0.0,2.0
2014,76436.0,21499.0,Jeep,White,Black,2.0,1.0
2021,26991.0,29649.0,Mercedes-Benz,White,Black,1.0,1.0
2018,21714.0,21499.0,Audi,White,Black,0.0,1.0
2014,58783.0,16999.0,Mercedes-Benz,White,Black,0.0,1.0
2020,37120.0,28222.0,Mercedes-Benz,Silver,Black,0.0,2.0
2020,29126.0,19497.0,Toyota,White,Black,1.0,2.0
2017,38252.0,22998.0,Honda,Black,Black,0.0,2.0
2014,21037.0,30998.0,Mercedes-Benz,Blue,Unknown,0.0,3.0
2015,125578.0,16998.0,Honda,Gray,Gray,0.0,2.0
2023,1193.0,32995.0,Audi,Black,Black,0.0,1.0
2015,74267.0,8476.0,Kia,Gray,Black,2.0,3.0
2015,115152.0,11495.0,BMW,Black,Brown,1.0,2.0
2018,50215.0,27986.0,Lexus,White,Gray,1.0,1.0
2021,9876.0,31486.0,Ford,White,Gray,0.0,1.0
2022,41939.0,22500.0,Kia,White,Black,0.0,1.0
2015,53259.0,17998.0,Audi,Blue,Black,0.0,3.0
2022,43221.0,26995.0,Ford,Black,Black,0.0,1.0
2021,20466.0,30763.0,BMW,Black,Black,0.0,1.0
2020,60196.0,19670.0,Dodge,White,Black,0.0,1.0
2021,21749.0,30999.0,BMW,White,Beige,0.0,1.0
2023,4741.0,44764.0,Mercedes-Benz,White,Beige,0.0,1.0
2016,111113.0,9995.0,Ford,Gray,Gray,0.0,2.0
2020,69631.0,44992.0,Mercedes-Benz,White,Black,0.0,1.0
2019,20602.0,19999.0,Kia,White,Black,0.0,1.0
2016,101891.0,11995.0,BMW,Black,Beige,0.0,2.0
2016,117456.0,12995.0,Toyota,Silver,Unknown,0.0,1.0
2021,37728.0,20650.0,Toyota,Black,Black,0.0,1.0
2021,20357.0,31998.0,Ford,Silver,Unknown,0.0,1.0
2021,9620.0,43988.0,BMW,White,Black,0.0,1.0
2020,48726.0,44603.0,Land Rover,Black,Unknown,0.0,2.0
2016,106742.0,13778.0,Toyota,Black,Black,0.0,2.0
2013,106382.0,8995.0,Kia,White,Beige,2.0,2.0
2020,128682.0,21995.0,Ford,White,Gray,1.0,1.0
2013,106238.0,10998.0,Hyundai,Brown,Beige,1.0,3.0
2017,39640.0,18995.0,Mercedes-Benz,Black,Beige,2.0,2.0
2021,62355.0,14955.0,Kia,Gray,Black,0.0,1.0
2021,21135.0,20998.0,Toyota,Gray,Gray,0.0,1.0
2021,33266.0,63814.0,Mercedes-Benz,White,Black,0.0,1.0
2024,1301.0,26741.0,Subaru,White,Black,0.0,1.0
2020,45702.0,21986.0,Toyota,Black,Black,0.0,1.0
2020,60231.0,13900.0,Kia,Black,Black,0.0,2.0
